Tahun,TPT Jabar,TPAK Jabar,Jumlah Angkatan Kerja Jabar,Pendaftaran Pencari Kerja Jabar,Lowongan Kerja Terdaftar Jabar,Pemenuhan Tenaga Kerja Jabar,Laju Pertumbuhan Ekonomi Indonesia,Laju Pertumbuhan PDRB Jabar,Laju Pertumbuhan Penduduk Jabar,Laju Inflasi Indonesia,Laju Inflasi Bandung,APM Indonesia,IPM Jabar
1-May-17,8.3,63.74,22482202.62,65470,22411.08,8162,5.14,5.45,1.11,3.41,3.58,18.61,70.92
1-Jun-17,8.3,63.69,22500442.54,63041,20433.69,7167,5.15,5.48,1.11,3.37,3.6,18.61,70.97
1-Jul-17,8.28,63.65,22518682.46,60612,18456.31,6172,5.15,5.5,1.11,3.33,3.62,18.6,71.02
1-Aug-17,8.28,63.6,22536922.38,58183,16478.92,5177,5.16,5.53,1.11,3.29,3.64,18.6,71.07
1-Sep-17,8.26,63.55,22555162.31,55754,14501.54,4182,5.17,5.55,1.11,3.25,3.67,18.6,71.11
1-Oct-17,8.25,63.51,22573402.23,53325,12524.15,3187,5.18,5.58,1.11,3.22,3.69,18.6,71.16
1-Nov-17,8.24,63.46,22591642.15,50896,10546.77,2192,5.18,5.6,1.11,3.18,3.71,18.59,71.21
1-Dec-17,8.24,63.42,22609882.08,48467,8569.38,1197,5.19,5.63,1.11,3.14,3.74,18.59,71.25
1-Jan-18,8.2,63.52,22718609.92,50549.62,6551.15,410.31,5.18,5.6,1.11,3.07,3.68,18.61,71.36
1-Feb-18,8.18,63.67,22809097.85,55061.23,6510.31,618.62,5.17,5.55,1.11,3.04,3.61,18.63,71.41
1-Mar-18,8.15,63.83,22899585.77,59572.85,6469.46,826.92,5.15,5.5,1.11,3.01,3.53,18.65,71.47
1-Apr-18,8.13,63.98,22990073.69,64084.46,6428.62,1035.23,5.14,5.46,1.11,2.98,3.46,18.67,71.52
1-May-18,8.1,64.13,23080561.62,68596.08,6387.77,1243.54,5.12,5.41,1.11,2.95,3.38,18.69,71.58
1-Jun-18,8.08,64.28,23171049.54,73107.69,6346.92,1451.85,5.11,5.36,1.11,2.92,3.31,18.71,71.64
1-Jul-18,8.06,64.43,23261537.46,77619.31,6306.08,1660.15,5.09,5.31,1.11,2.88,3.23,18.73,71.69
1-Aug-18,8.03,64.59,23352025.38,82130.92,6265.23,1868.46,5.08,5.26,1.11,2.85,3.16,18.75,71.75
1-Sep-18,8.01,64.74,23442513.31,86642.54,6224.38,2076.77,5.06,5.21,1.11,2.82,3.08,18.77,71.81
1-Oct-18,7.98,64.89,23533001.23,91154.15,6183.54,2285.08,5.05,5.17,1.11,2.79,3.01,18.79,71.86
1-Nov-18,7.96,65.04,23623489.15,95665.77,6142.69,2493.38,5.03,5.12,1.11,2.76,2.93,18.81,71.92
1-Dec-18,7.93,65.19,23713977.08,100177.38,6101.85,2701.69,5.02,5.07,1.11,2.73,2.86,18.83,71.97
1-Jan-19,8,65.33,23835500.77,197474,51402.38,37243.77,4.45,4.44,1.11,2.62,2.7,18.89,72.03
1-Feb-19,8.09,65.32,23866536.54,290259,96743.77,71577.54,3.91,3.86,1.11,2.55,2.62,18.92,72.04
1-Mar-19,8.18,65.31,23897572.31,383044,142085.15,105911.31,3.36,3.28,1.11,2.47,2.54,18.96,72.04
1-Apr-19,8.27,65.3,23928608.08,475829,187426.54,140245.08,2.82,2.7,1.11,2.39,2.46,18.99,72.05
1-May-19,8.36,65.29,23959643.85,568614,232767.92,174578.85,2.27,2.12,1.11,2.32,2.38,19.03,72.05
1-Jun-19,8.45,65.28,23990679.62,661399,278109.31,208912.62,1.72,1.54,1.11,2.24,2.3,19.07,72.06
1-Jul-19,8.54,65.27,24021715.38,754184,323450.69,243246.38,1.18,0.96,1.11,2.16,2.23,19.1,72.06
1-Aug-19,8.63,65.26,24052751.15,846969,368792.08,277580.15,0.63,0.38,1.11,2.08,2.15,19.14,72.07
1-Sep-19,8.72,65.25,24083786.92,939754,414133.46,311913.92,0.08,-0.2,1.11,2.01,2.07,19.18,72.07
1-Oct-19,8.81,65.24,24114822.69,1032539,459474.85,346247.69,-0.46,-0.78,1.11,1.93,1.99,19.21,72.08
1-Nov-19,8.9,65.23,24145858.46,1125324,504816.23,380581.46,-1.01,-1.36,1.11,1.85,1.91,19.25,72.08
1-Dec-19,8.99,65.22,24176894.23,1218109,550157.62,414915.23,-1.55,-1.94,1.11,1.78,1.83,19.28,72.09
1-Jan-20,9.11,65.19,24249137.54,1266586.54,554983.15,419893.31,-1.65,-2.04,1.13,1.72,1.74,19.34,72.12
1-Feb-20,9.13,65.16,24290345.08,1222279.08,514467.31,390537.62,-1.21,-1.56,1.14,1.73,1.73,19.36,72.15
1-Mar-20,9.15,65.14,24331552.62,1177971.62,473951.46,361181.92,-0.76,-1.08,1.16,1.75,1.73,19.38,72.17
1-Apr-20,9.17,65.11,24372760.15,1133664.15,433435.62,331826.23,-0.32,-0.59,1.18,1.76,1.72,19.4,72.2
1-May-20,9.19,65.09,24413967.69,1089356.69,392919.77,302470.54,0.13,-0.11,1.19,1.78,1.71,19.42,72.23
1-Jun-20,9.22,65.06,24455175.23,1045049.23,352403.92,273114.85,0.58,0.37,1.21,1.79,1.7,19.44,72.26
1-Jul-20,9.24,65.04,24496382.77,1000741.77,311888.08,243759.15,1.02,0.85,1.23,1.81,1.7,19.47,72.28
1-Aug-20,9.26,65.01,24537590.31,956434.31,271372.23,214403.46,1.47,1.33,1.25,1.82,1.69,19.49,72.31
1-Sep-20,9.28,64.99,24578797.85,912126.85,230856.38,185047.77,1.92,1.81,1.26,1.84,1.68,19.51,72.34
1-Oct-20,9.3,64.96,24620005.38,867819.38,190340.54,155692.08,2.36,2.3,1.28,1.85,1.67,19.53,72.37
1-Nov-20,9.33,64.94,24661212.92,823511.92,149824.69,126336.38,2.81,2.78,1.3,1.87,1.67,19.55,72.39
1-Dec-20,9.35,64.91,24702420.46,779204.46,109308.85,96980.69,3.25,3.26,1.31,1.88,1.66,19.57,72.42
1-Jan-21,9.29,64.99,24807823.85,700885.92,64087.69,62959.92,3.82,3.87,1.33,2.18,2.1,19.69,72.5
1-Feb-21,9.21,65.1,24872019.69,666874.85,59382.38,58294.85,3.95,4,1.33,2.45,2.54,19.78,72.55
1-Mar-21,9.13,65.2,24936215.54,632863.77,54677.08,53629.77,4.07,4.13,1.33,2.73,2.99,19.88,72.6
1-Apr-21,9.05,65.3,25000411.38,598852.69,49971.77,48964.69,4.19,4.27,1.33,3.01,3.43,19.97,72.66
1-May-21,8.97,65.41,25064607.23,564841.62,45266.46,44299.62,4.32,4.4,1.33,3.28,3.88,20.07,72.71
1-Jun-21,8.89,65.51,25128803.08,530830.54,40561.15,39634.54,4.44,4.53,1.33,3.56,4.33,20.17,72.76
1-Jul-21,8.81,65.61,25192998.92,496819.46,35855.85,34969.46,4.56,4.66,1.33,3.84,4.77,20.26,72.81
1-Aug-21,8.73,65.71,25257194.77,462808.38,31150.54,30304.38,4.68,4.79,1.33,4.12,5.22,20.36,72.86
1-Sep-21,8.65,65.82,25321390.62,428797.31,26445.23,25639.31,4.81,4.92,1.33,4.39,5.67,20.46,72.91
1-Oct-21,8.57,65.92,25385586.46,394786.23,21739.92,20974.23,4.93,5.06,1.33,4.67,6.11,20.55,72.97
1-Nov-21,8.49,66.02,25449782.31,360775.15,17034.62,16309.15,5.05,5.19,1.33,4.95,6.56,20.65,73.02
1-Dec-21,8.41,66.13,25513978.15,326764.08,12329.31,11644.08,5.18,5.32,1.33,5.22,7,20.74,73.07
1-Jan-22,8.33,66.23,25578174,292753,7624,6979,5.3,5.45,1.33,5.5,7.45,20.84,73.12
